상호명,상권업종중분류명,시도명,시군구명,행정동명,경도,위도
타코이찌타코야끼아중점,기타 간이,전북특별자치도,전주시 덕진구,우아2동,127.170398394094,35.8334221558275
단헤어,이용·미용,전북특별자치도,군산시,나운2동,126.704038093382,35.9645260194236
한상가득,한식,전북특별자치도,전주시 완산구,효자5동,127.106451066839,35.8182284717167
헤어로,이용·미용,전북특별자치도,전주시 덕진구,여의동,127.077012320995,35.8481817353517
대륜환경,청소·방제,전북특별자치도,완주군,봉동읍,127.124709445594,35.9595899762854
탑로또복권,유원지·오락,전북특별자치도,전주시 완산구,평화1동,127.13775961643,35.794908057441
플렉시블랩,전문 디자인,전북특별자치도,전주시 완산구,중앙동,127.133980435372,35.8237256637598
코지풋샵,욕탕·신체관리,전북특별자치도,전주시 완산구,서신동,127.123670789466,35.826431478957
당신은지금치킨이땡긴다,기타 간이,전북특별자치도,전주시 완산구,효자4동,127.095254394956,35.8103968921738
쉼,이용·미용,전북특별자치도,익산시,영등1동,126.969018824508,35.9539549334036
팔팔산꼼장어오식도점,한식,전북특별자치도,군산시,소룡동,126.566739856572,35.9643972639451
지에스25군산의료원,종합 소매,전북특별자치도,군산시,수송동,126.711921754725,35.9549380246011
미가옥송천,한식,전북특별자치도,전주시 덕진구,송천2동,127.112320006117,35.8682969596612
룰루베리오븐,기타 간이,전북특별자치도,군산시,수송동,126.708708541495,35.9575979297123
군산개인택시조합,자동차 부품 소매,전북특별자치도,군산시,구암동,126.752750676906,35.9855449184775
업소명없음,장식품 소매,전북특별자치도,순창군,구림면,127.064029935727,35.4221142728078
벽돌곱창전주,한식,전북특별자치도,전주시 완산구,삼천3동,127.112619897507,35.7984671862999
새로이인테리어,전문 디자인,전북특별자치도,전주시 완산구,서신동,127.110028244247,35.8364306870972
에그2000전주,기타 간이,전북특별자치도,전주시 완산구,효자5동,127.099992054686,35.8208566860752
몸애반하다모현현대점,스포츠 서비스,전북특별자치도,익산시,모현동,126.94285352318,35.9467353983397
나사랩마케팅,광고,전북특별자치도,전주시 완산구,삼천3동,127.110639686699,35.7984960627014
777타이어효천점,자동차 부품 소매,전북특별자치도,전주시 완산구,효자4동,127.099071462617,35.8013361184803
더드림교육문화센터김제분원,기타 교육,전북특별자치도,김제시,검산동,126.908630504189,35.8093003679279
헤어타임,이용·미용,전북특별자치도,전주시 덕진구,인후3동,127.166308832427,35.8254427364266
살롱늘솜,이용·미용,전북특별자치도,군산시,나운2동,126.703796561202,35.9638945587291
지에스25정읍문화원점,종합 소매,전북특별자치도,정읍시,연지동,126.83730729778,35.5765418636541
온정여관별채,유원지·오락,전북특별자치도,남원시,죽항동,127.383591033323,35.4073173269549
인트로커피로스터즈,비알코올 ,전북특별자치도,익산시,어양동,126.987130629581,35.9555984998847
지곡동옛날돈까스군산대점,서양식,전북특별자치도,군산시,나운3동,126.686621874523,35.9477458478349
대박김밥,기타 간이,전북특별자치도,전주시 완산구,완산동,127.145389441246,35.8113651390766
샾올어바웃뷰티,이용·미용,전북특별자치도,익산시,함열읍,126.962752370625,36.0797289767436
필꼬치,기타 간이,전북특별자치도,전주시 완산구,중앙동,127.144705746889,35.8187382764098
레벨제이,섬유·의복·신발 소매,전북특별자치도,익산시,영등1동,126.96363464587,35.9476537473078
그린피아,식물 소매,전북특별자치도,완주군,삼례읍,127.045094847769,35.9008761647258
더원광고,광고,전북특별자치도,익산시,영등1동,126.966960365147,35.9461316102972
돈뚝,한식,전북특별자치도,익산시,모현동,126.945302215752,35.9478360539132
원탑재활의학과의원,의원,전북특별자치도,군산시,중앙동,126.719214486264,35.9833802606277
가야전기직업전문학원,기타 교육,전북특별자치도,전주시 완산구,노송동,127.146151944764,35.8229183722406
메가엠지씨커피정읍,비알코올 ,전북특별자치도,정읍시,수성동,126.854563506174,35.5816652537939
이레반찬,식료품 소매,전북특별자치도,전주시 완산구,효자5동,127.095332405972,35.8201214383976
오블로모프,일반 숙박,전북특별자치도,군산시,해신동,126.705786496199,35.9862951141597
오봉산인력,고용 알선,전북특별자치도,완주군,구이면,127.116961336873,35.6505188164431
캔커피,비알코올 ,전북특별자치도,완주군,삼례읍,127.068734885712,35.915447144192
별난아재맥주,주점,전북특별자치도,고창군,고창읍,126.712662087819,35.4350477762195
청소파트너,청소·방제,전북특별자치도,전주시 완산구,삼천2동,127.121818922178,35.7950153906082
더리터지곡점,비알코올 ,전북특별자치도,전주시 완산구,평화2동,127.133918075909,35.7865847136932
모들,주점,전북특별자치도,전주시 덕진구,송천1동,127.123498371054,35.8651316025968
풋&바디,욕탕·신체관리,전북특별자치도,남원시,도통동,127.396572273672,35.416622039416
우드라이프안목,장식품 소매,전북특별자치도,전주시 덕진구,덕진동,127.122650436968,35.8465666220113
김제지평선테니스클럽,스포츠 서비스,전북특별자치도,김제시,검산동,126.902661134653,35.8139552058769
손애발애,이용·미용,전북특별자치도,정읍시,연지동,126.846219988631,35.5772565741442
부흥떡방,기타 간이,전북특별자치도,익산시,삼성동,126.992307003982,35.9575996968037
최주부산업,청소·방제,전북특별자치도,전주시 덕진구,팔복동,127.104603002475,35.8603007935396
팔도정육점,식료품 소매,전북특별자치도,익산시,팔봉동,127.019123938363,35.967133532923
79대포군산나운점,주점,전북특별자치도,군산시,나운2동,126.70247620882,35.9641977125874
씨유전주삼천타운점,종합 소매,전북특별자치도,전주시 완산구,삼천1동,127.117136393046,35.8004095998408
국제상회,한식,전북특별자치도,전주시 완산구,삼천3동,127.113040821606,35.798845321969
높은음자리,주점,전북특별자치도,정읍시,수성동,126.854961910427,35.5809897620357
윤경공인중개사사무소,부동산 서비스,전북특별자치도,익산시,모현동,126.938032713913,35.9460841123517
프랭크버거,기타 간이,전북특별자치도,군산시,조촌동,126.742966016944,35.9766021407953
이든영어수학학원,일반 교육,전북특별자치도,군산시,수송동,126.71816253946,35.9642536020295
시엠프레비,서양식,전북특별자치도,전주시 덕진구,송천2동,127.123709182767,35.8725396841674
김선용메타입시학원,일반 교육,전북특별자치도,군산시,수송동,126.719416925183,35.9637788864302
게스평화점,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,평화2동,127.123176531926,35.7930312264855
엠에스티학습지도수학전문학원,일반 교육,전북특별자치도,전주시 완산구,효자3동,127.11465597779,35.7988257673238
군산휴게소약국,의약·화장품 소매,전북특별자치도,군산시,나포면,126.797843343321,36.0182539599067
파트너,비알코올 ,전북특별자치도,완주군,봉동읍,127.159579226618,35.9353053044022
바른반찬,식료품 소매,전북특별자치도,전주시 덕진구,송천1동,127.126480804949,35.8607033441122
난다쓰핸드메이드,섬유·의복·신발 소매,전북특별자치도,완주군,용진읍,127.174412369519,35.9227123281223
그남자그여자,기타 간이,전북특별자치도,군산시,수송동,126.714775890917,35.9626864627483
더리터,비알코올 ,전북특별자치도,부안군,부안읍,126.737939686824,35.7253759488188
수복젓상회,식료품 소매,전북특별자치도,군산시,해신동,126.705304402482,35.9936750175302
디오션약국,의약·화장품 소매,전북특별자치도,군산시,조촌동,126.740550405376,35.9761463247173
도트,의약·화장품 소매,전북특별자치도,익산시,인화동,126.950531743151,35.9331841178933
나이스스터디독서실,도서관·사적지,전북특별자치도,군산시,수송동,126.711432805584,35.9674640310143
우리끼리키즈카페스포츠마을삼봉점,스포츠 서비스,전북특별자치도,완주군,삼례읍,127.11804154629,35.91852710571
구름,기타 간이,전북특별자치도,전주시 완산구,풍남동,127.149508131196,35.8186783237131
에이치원디자인,전문 디자인,전북특별자치도,익산시,남중동,126.953728010582,35.9440183324605
현대인견,섬유·의복·신발 소매,전북특별자치도,익산시,인화동,126.951097215329,35.9326796530583
도싯골,한식,전북특별자치도,전주시 완산구,삼천3동,127.112255368981,35.7988550705002
아벤,의약·화장품 소매,전북특별자치도,전주시 완산구,효자4동,127.101651723883,35.8033167433614
개싸네농산물부송점,식료품 소매,전북특별자치도,익산시,삼성동,126.99293897621,35.9561757760204
부안기독교,오락용품 소매,전북특별자치도,부안군,부안읍,126.738983953544,35.7271356987097
닭새게,기타 간이,전북특별자치도,전주시 완산구,풍남동,127.146387969217,35.8128419955319
대풍상회,식료품 소매,전북특별자치도,남원시,죽항동,127.391628621316,35.4120685057003
무무,기타 교육,전북특별자치도,정읍시,수성동,126.858372235394,35.5865908616988
이것이진정한짬뽕,중식,전북특별자치도,전주시 덕진구,송천2동,127.114595888198,35.8647799224886
더화이트피스,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,풍남동,127.149596165871,35.8184168487579
참치킨,기타 간이,전북특별자치도,전주시 덕진구,송천1동,127.126755941734,35.8596666119219
한솔의원,의원,전북특별자치도,완주군,고산면,127.205949727399,35.9752497059854
에스제이컨설팅,본사·경영 컨설팅,전북특별자치도,익산시,영등2동,126.979592096125,35.9591663659139
회상,비알코올 ,전북특별자치도,완주군,고산면,127.203984682845,35.9742526908754
모현새로이치과,의원,전북특별자치도,익산시,모현동,126.940546544632,35.9488882449814
까사디노이,서양식,전북특별자치도,전주시 완산구,효자4동,127.098455157335,35.8039593001934
우라우라,일식,전북특별자치도,전주시 덕진구,송천1동,127.125446952582,35.8720872559346
볼러스레인프로샵,오락용품 소매,전북특별자치도,군산시,신풍동,126.705391878821,35.9701440443921
무심양봉,기타 상품 소매,전북특별자치도,정읍시,상교동,126.821073084189,35.5692183585431
청정꼬기,한식,전북특별자치도,익산시,송학동,126.938290189585,35.9427947117624
사랑해떡방앗간,기타 간이,전북특별자치도,정읍시,수성동,126.856502874029,35.5830285345007
너나들이,종합 소매,전북특별자치도,익산시,남중동,126.953283720833,35.9456584207969
낭만에대하여,주점,전북특별자치도,군산시,소룡동,126.676159811918,35.9719793317335
장어잔치,한식,전북특별자치도,김제시,금산면,127.005350469149,35.7394326467781
다섯손가락,기타 교육,전북특별자치도,전주시 완산구,효자5동,127.103629804009,35.8270993353057
건축사사무소온,기술 서비스,전북특별자치도,군산시,수송동,126.7333787262,35.965667263831
동경노래홀,주점,전북특별자치도,남원시,도통동,127.396940206159,35.4175581973696
마린바이오사이언스,의약·화장품 소매,전북특별자치도,익산시,중앙동,126.951246590149,35.9420706669884
필통노래연습장,유원지·오락,전북특별자치도,전주시 완산구,중화산2동,127.121541713643,35.8163755891038
푸르메동물병원,수의,전북특별자치도,완주군,고산면,127.209861027823,35.9742786068629
삼거리커피집,비알코올 ,전북특별자치도,익산시,황등면,126.943955209944,36.0032164666361
욱이네집,식료품 소매,전북특별자치도,전주시 덕진구,송천1동,127.122770629312,35.8670880680635
계월담,한식,전북특별자치도,익산시,팔봉동,126.985515184136,35.939574239008
옹기종기,일반 숙박,전북특별자치도,전주시 완산구,풍남동,127.152838763397,35.8186110468572
호호호떡,기타 간이,전북특별자치도,군산시,나운3동,126.689481010101,35.9450225283313
달빛정류장협동조합,기타 사업 서비스,전북특별자치도,진안군,진안읍,127.422627590558,35.7890439724317
알로에판매,식료품 소매,전북특별자치도,장수군,산서면,127.396745238057,35.5840743137975
엔피씨,컴퓨터 수리,전북특별자치도,군산시,나운1동,126.695721297888,35.9738059597222
이쁜다육이네,식물 소매,전북특별자치도,군산시,나운2동,126.705982744215,35.9692622836279
단미옷장,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,삼천2동,127.125361452671,35.7966520494694
씨유김제새한점,종합 소매,전북특별자치도,김제시,신풍동,126.893292202696,35.7950748139143
강경원달인만두가,기타 간이,전북특별자치도,완주군,삼례읍,127.072187025958,35.9104431994716
99번가,기타 간이,전북특별자치도,군산시,월명동,126.714155707488,35.9871174423799
품격경영아카데미,교육 지원,전북특별자치도,김제시,요촌동,126.890852482178,35.8075461059298
카페봄봄익산,비알코올 ,전북특별자치도,익산시,모현동,126.938128993546,35.9505362945303
오드아이,주점,전북특별자치도,전주시 덕진구,우아2동,127.173355607653,35.8293172035719
오너프스튜디오,이용·미용,전북특별자치도,전주시 완산구,삼천3동,127.105424788425,35.7952471858711
태풍공조,가전·통신 소매,전북특별자치도,군산시,흥남동,126.717806166825,35.9802857269998
가연휴테라피,의약·화장품 소매,전북특별자치도,익산시,영등1동,126.97078030378,35.9565509477573
금화백숙,한식,전북특별자치도,익산시,인화동,126.947929075422,35.9308848452796
빛의안부,기타 간이,전북특별자치도,전주시 완산구,중앙동,127.140392861447,35.820284545657
상상엠,주점,전북특별자치도,익산시,모현동,126.943065182639,35.9452394375783
킹콩마트,종합 소매,전북특별자치도,군산시,나운3동,126.700790963851,35.9613095689177
씨에씨에마라탕덕,중식,전북특별자치도,전주시 덕진구,인후3동,127.163533289721,35.8265010175065
김경중베이커리,기타 간이,전북특별자치도,남원시,죽항동,127.379658104916,35.406743897389
남부,종합 소매,전북특별자치도,전주시 완산구,풍남동,127.146608470367,35.8124091215274
세븐일레븐전주우아점,종합 소매,전북특별자치도,전주시 덕진구,우아1동,127.157255795739,35.8475898008227
이마트24전주서신여울점,종합 소매,전북특별자치도,전주시 완산구,서신동,127.109865093016,35.8385127416556
와이제이,인쇄·제품제작,전북특별자치도,전주시 덕진구,여의동,127.072501777345,35.8546825965033
청담노래주점,주점,전북특별자치도,군산시,나운1동,126.694664241253,35.9632678431107
다오라식당,한식,전북특별자치도,익산시,신동,126.960526359917,35.9574492534861
채움복권판매점,유원지·오락,전북특별자치도,익산시,모현동,126.938837057626,35.9522400028099
옛날멸치국수,한식,전북특별자치도,김제시,요촌동,126.886658611338,35.8001608835364
아따산서협동조합,유원지·오락,전북특별자치도,장수군,산서면,127.401839523028,35.5922952141146
풋살일번가,스포츠 서비스,전북특별자치도,전주시 완산구,서신동,127.121533512022,35.8255143745198
숲속호두과자군산은파,기타 간이,전북특별자치도,군산시,나운3동,126.692537075185,35.9514922682123
빽다방전주평화모악로점,비알코올 ,전북특별자치도,전주시 완산구,평화2동,127.12898280715,35.7853643878807
세븐일레븐부안,종합 소매,전북특별자치도,부안군,부안읍,126.737037492677,35.7274829568433
에이플러스건설인테리어,전문 디자인,전북특별자치도,익산시,인화동,126.955562479882,35.9337358441365
농바시공인행정사,법무관련 ,전북특별자치도,익산시,황등면,126.945616875402,36.0061913002119
와이인테리어필름,전문 디자인,전북특별자치도,전주시 덕진구,송천2동,127.116870180365,35.8603165250238
은헌정정신건강의학과의원,병원,전북특별자치도,전주시 완산구,중화산2동,127.122539074207,35.8173389254765
세븐일레븐전주,종합 소매,전북특별자치도,전주시 덕진구,팔복동,127.091896343506,35.8536148599782
나정갤러리,섬유·의복·신발 소매,전북특별자치도,순창군,순창읍,127.142155758672,35.3728713834824
아울브레드카페,비알코올 ,전북특별자치도,익산시,영등1동,126.978440511028,35.9544616903875
박셰프짬뽕,중식,전북특별자치도,완주군,봉동읍,127.167412609216,35.9398459078008
에이비씨,서양식,전북특별자치도,군산시,옥서면,126.633379540677,35.9206660426106
우:디,이용·미용,전북특별자치도,익산시,모현동,126.933898398155,35.9463342544658
평화동칼국수평칼,한식,전북특별자치도,전주시 완산구,평화2동,127.131629302393,35.7871279998641
창조의아침미술학원,기타 교육,전북특별자치도,전주시 완산구,효자1동,127.123881408191,35.8052876834628
준,비알코올 ,전북특별자치도,익산시,금마면,127.029959589253,36.0078311179856
숨쉼,기타 교육,전북특별자치도,익산시,영등1동,126.97868443693,35.9542183989843
금만인력,고용 알선,전북특별자치도,김제시,요촌동,126.889110405346,35.8031914137395
동산인력공사,고용 알선,전북특별자치도,전주시 덕진구,여의동,127.079233269958,35.8663405794095
메리바이크,가정용품 대여,전북특별자치도,고창군,흥덕면,126.704823643356,35.5247270337042
양평해장국중화산,한식,전북특별자치도,전주시 완산구,중화산2동,127.116865745478,35.81956167574
페리카나,기타 간이,전북특별자치도,전주시 덕진구,송천1동,127.126755941734,35.8596666119219
느리듯,비알코올 ,전북특별자치도,진안군,안천면,127.55462969846,35.8980357474604
플랜엔지니어링,기술 서비스,전북특별자치도,순창군,순창읍,127.135360310659,35.3760518569006
빵동산,기타 간이,전북특별자치도,익산시,동산동,126.965040247051,35.9270697711847
제이케이인테리어타일,전문 디자인,전북특별자치도,군산시,미성동,126.673089533247,35.9583353294908
가치인력,고용 알선,전북특별자치도,익산시,중앙동,126.9463943533,35.9390404230206
노피곰,서양식,전북특별자치도,정읍시,칠보면,126.988809083298,35.6067453757721
비에이치씨완주구이점,기타 간이,전북특별자치도,완주군,구이면,127.119632898429,35.7314330746507
해창식당,한식,전북특별자치도,전주시 덕진구,우아2동,127.187408307068,35.8141098981603
컴포즈커피완주삼례우석대점,비알코올 ,전북특별자치도,완주군,삼례읍,127.068357862329,35.9150598234982
옳고바른마음으로,기타 교육,전북특별자치도,임실군,강진면,127.158816563265,35.5298687185732
댕's,애완동물·용품 소매,전북특별자치도,부안군,부안읍,126.737423723747,35.7276730673113
오위,기타 간이,전북특별자치도,전주시 덕진구,인후3동,127.160995264893,35.8301275029261
진피순대,한식,전북특별자치도,김제시,요촌동,126.890976207288,35.8060681479883
원이성커피,비알코올 ,전북특별자치도,완주군,이서면,127.049323532806,35.8070447769356
수위트두릅,의약·화장품 소매,전북특별자치도,전주시 덕진구,덕진동,127.120745893506,35.8461810106121
미소인력,고용 알선,전북특별자치도,완주군,비봉면,127.157016758059,35.9788205112721
블리스헤어,이용·미용,전북특별자치도,익산시,신동,126.955889052666,35.9642519976138
빽다방전주한옥,비알코올 ,전북특별자치도,전주시 완산구,풍남동,127.148259129591,35.8134886102809
도트비,이용·미용,전북특별자치도,전주시 덕진구,여의동,127.072035327583,35.8408035275232
365미장약국,의약·화장품 소매,전북특별자치도,군산시,수송동,126.72701059759,35.9638144252554
카페아그배,비알코올 ,전북특별자치도,전주시 완산구,풍남동,127.15143099986,35.8173330391106
한양가맥,주점,전북특별자치도,전주시 덕진구,송천2동,127.114148664181,35.8617521354994
솔이부엌,한식,전북특별자치도,전주시 완산구,중화산2동,127.122360561091,35.8163837710018
란,이용·미용,전북특별자치도,남원시,금동,127.375753622609,35.4027993265436
이지산업,청소·방제,전북특별자치도,군산시,수송동,126.724274873907,35.9726673139227
순살만공격,기타 간이,전북특별자치도,정읍시,수성동,126.850428488982,35.5685373152042
삼천편안내과,의원,전북특별자치도,전주시 완산구,삼천3동,127.1157394872,35.798374097456
잔비어스,주점,전북특별자치도,익산시,영등2동,126.977906815346,35.9603376792753
보석추어탕,한식,전북특별자치도,남원시,금동,127.377629737346,35.4014415004597
한결석재,장례식장 ,전북특별자치도,익산시,어양동,126.979527396472,35.9521456918623
투빅커피객사점,비알코올 ,전북특별자치도,전주시 완산구,중앙동,127.144843282261,35.8213517645778
미진수장,광고,전북특별자치도,장수군,장수읍,127.516394692873,35.6484861820872
알지스터디카페,도서관·사적지,전북특별자치도,익산시,모현동,126.942741459394,35.9484386914293
제이장례를돕는사람들,장례식장 ,전북특별자치도,전주시 완산구,효자5동,127.101382869195,35.8355099953407
에스키즈서점,오락용품 소매,전북특별자치도,전주시 완산구,효자5동,127.106469660251,35.8155787484144
기린당구장,스포츠 서비스,전북특별자치도,전주시 덕진구,우아2동,127.171457551997,35.8267243020922
복호두전주,기타 간이,전북특별자치도,전주시 덕진구,송천1동,127.127046638346,35.875321069827
선진미트,식료품 소매,전북특별자치도,익산시,송학동,126.936240136365,35.9424331434451
코피스터디카페,도서관·사적지,전북특별자치도,전주시 덕진구,덕진동,127.124980843672,35.8432115469204
조은의료기,의약·화장품 소매,전북특별자치도,전주시 완산구,효자2동,127.117831023627,35.8063121921054
생선구이박가네,한식,전북특별자치도,임실군,임실읍,127.279153712194,35.6128667713927
고연초식당,한식,전북특별자치도,고창군,고창읍,126.710734773178,35.4381436965305
카페복,비알코올 ,전북특별자치도,고창군,고창읍,126.697019262491,35.4274384927827
팥꽃,한식,전북특별자치도,군산시,월명동,126.708872512269,35.9884205374775
마음에너지발전소,기타 교육,전북특별자치도,장수군,장수읍,127.519644208478,35.6506803282189
안나의그림미술교습소,기타 교육,전북특별자치도,익산시,신동,126.964250947483,35.9573783214991
사르르온다하우징인전주,일반 숙박,전북특별자치도,전주시 완산구,완산동,127.142887288455,35.8105029282557
품육전주점,한식,전북특별자치도,완주군,이서면,127.05654817291,35.8379908759025
일박이일,일반 숙박,전북특별자치도,전주시 덕진구,우아1동,127.158594934659,35.8474438399992
연순네식당,한식,전북특별자치도,익산시,남중동,126.956439691903,35.9507245848277
수기바디,의약·화장품 소매,전북특별자치도,군산시,삼학동,126.709394950033,35.9759847908826
백돈,일식,전북특별자치도,정읍시,초산동,126.852428848745,35.5604911873459
연합낚시,오락용품 소매,전북특별자치도,군산시,소룡동,126.529949944496,35.9393938225272
샤브50,한식,전북특별자치도,김제시,요촌동,126.886719602908,35.8039552582151
김박사에듀탑영수교육학원,일반 교육,전북특별자치도,익산시,삼성동,126.992129898646,35.955031150304
채석강키조개삼합,한식,전북특별자치도,부안군,변산면,126.469345141327,35.6275236143371
황실쌍화차,비알코올 ,전북특별자치도,전주시 덕진구,덕진동,127.121695388623,35.8445577912836
전주부안진서,의약·화장품 소매,전북특별자치도,부안군,진서면,126.621123435518,35.6038970591401
무주마실,주점,전북특별자치도,무주군,적상면,127.682934071031,35.9154172378035
세이예에이엔티,식료품 소매,전북특별자치도,전주시 덕진구,여의동,127.082636661029,35.8490522177601
누리카케어,자동차 수리·세차,전북특별자치도,전주시 덕진구,여의동,127.0790339735,35.8551921930162
윤슈퍼,종합 소매,전북특별자치도,군산시,대야면,126.818300722117,35.9452596162516
피굽남피자전북광주지사,본사·경영 컨설팅,전북특별자치도,전주시 덕진구,우아2동,127.172863472001,35.8320306988178
봉선화학당,주점,전북특별자치도,전주시 완산구,삼천3동,127.112100488477,35.7988552150032
우리칼국수,한식,전북특별자치도,무주군,무주읍,127.653534271914,36.0046485740013
매튜커피랩,비알코올 ,전북특별자치도,전주시 완산구,중화산1동,127.132715778199,35.8152191707676
소생원,이용·미용,전북특별자치도,전주시 완산구,중앙동,127.145166926869,35.8167729729515
불아더두마리숯불바베큐치킨,기타 간이,전북특별자치도,전주시 덕진구,조촌동,127.072941305112,35.8752489437729
엘'비헤어,이용·미용,전북특별자치도,남원시,금동,127.379544847679,35.4060682661007
골목안74791,이용·미용,전북특별자치도,전주시 덕진구,우아1동,127.15562224364,35.8500253172456
이플,비알코올 ,전북특별자치도,완주군,상관면,127.232882227504,35.7219480276685
더스팅협동조합,기타 교육,전북특별자치도,김제시,요촌동,126.896513088641,35.8022697126668
송림난타,주점,전북특별자치도,전주시 완산구,중앙동,127.143539993848,35.8165946745675
한솔,기타 상품 소매,전북특별자치도,완주군,운주면,127.350599981272,36.018659902118
동백하우스,일반 숙박,전북특별자치도,전주시 완산구,동서학동,127.153051267714,35.8082552896363
폴햄키즈,섬유·의복·신발 소매,전북특별자치도,전주시 완산구,중앙동,127.144595940361,35.8192070637977
진마취통증의학과의원,의원,전북특별자치도,전주시 덕진구,덕진동,127.110554322299,35.8406661147444
오로지네일,이용·미용,전북특별자치도,익산시,영등2동,126.975113381812,35.9600667605984
그린판넬,철물·건설자재 소매,전북특별자치도,남원시,노암동,127.375821866669,35.3866655191552
옥가네,식료품 소매,전북특별자치도,무주군,안성면,127.645812514892,35.8176312799316
어바웃리페어전북점,기타 가정용품 수리,전북특별자치도,김제시,교월동,126.873175759725,35.7912789816099
참빛태양광컨설팅,본사·경영 컨설팅,전북특별자치도,고창군,고창읍,126.701196816268,35.4352813298002
향어마을,한식,전북특별자치도,장수군,장계면,127.580383643349,35.730931004881
황가네닭발꼼장어참숯구이,한식,전북특별자치도,전주시 덕진구,송천1동,127.123113008355,35.8665289407377
콜로세움푸드,한식,전북특별자치도,정읍시,수성동,126.859524311424,35.5839694408938
세븐일레븐군산리틀프린스점,종합 소매,전북특별자치도,군산시,소룡동,126.558419070041,35.9456303177933
만인요양병원,병원,전북특별자치도,전주시 덕진구,송천2동,127.115634923685,35.8712048612822
귤이헤어,이용·미용,전북특별자치도,전주시 완산구,효자5동,127.101702441945,35.8257400798296
깔끄미입주청소전주점,청소·방제,전북특별자치도,전주시 완산구,효자4동,127.107438026734,35.8033748002444
원픽키친,서양식,전북특별자치도,익산시,모현동,126.938373142849,35.9501488864649
힘쎈인력,고용 알선,전북특별자치도,고창군,고창읍,126.698191667826,35.4290097175073
빈체로휘트니스,스포츠 서비스,전북특별자치도,완주군,삼례읍,127.124558556062,35.9199535018981
테라스,기타 간이,전북특별자치도,완주군,삼례읍,127.061017023837,35.9066010684881
백운면아중점,한식,전북특별자치도,전주시 덕진구,인후3동,127.162718419303,35.8284939048784
마이요거트립김제,기타 간이,전북특별자치도,김제시,요촌동,126.886196443003,35.7984210086002
엄식품,식료품 소매,전북특별자치도,군산시,나운2동,126.701937452929,35.9659627967176
수,이용·미용,전북특별자치도,김제시,신풍동,126.899006214107,35.7992165501628
조이,비알코올 ,전북특별자치도,완주군,운주면,127.279270917092,36.0915217613612
전주에어컨청소세탁기청소팀에이블완산지점,가전제품 수리,전북특별자치도,전주시 완산구,효자5동,127.098286676679,35.8288432536157
우리들당구장,스포츠 서비스,전북특별자치도,전주시 덕진구,혁신동,127.059491806172,35.8372594357641
국지살롱(GUKJISalon,이용·미용,전북특별자치도,전주시 완산구,효자5동,127.103584237908,35.8175820685817
부송국수,한식,전북특별자치도,익산시,모현동,126.933543456797,35.9466585054678
오토오아시스,자동차 부품 소매,전북특별자치도,군산시,수송동,126.716420102767,35.9647992510044
평양호떡,기타 간이,전북특별자치도,김제시,신풍동,126.895356978231,35.7980417868296
황진이,주점,전북특별자치도,고창군,고창읍,126.697571546746,35.4358221060094
오디세이,섬유·의복·신발 소매,전북특별자치도,익산시,신동,126.958442071176,35.9580433683103
바이진,이용·미용,전북특별자치도,전주시 덕진구,여의동,127.077394587215,35.8428550622908
엠에스,가전·통신 소매,전북특별자치도,익산시,모현동,126.937525027326,35.943353086115
롱타임노씨,서양식,전북특별자치도,전주시 덕진구,덕진동,127.125557570283,35.8439319510387
우주산책,기타 교육,전북특별자치도,군산시,임피면,126.851106615727,35.9928090209344
반석오토모터스,자동차 수리·세차,전북특별자치도,전주시 덕진구,팔복동,127.087603189351,35.855618853468
해강노래연습장,유원지·오락,전북특별자치도,전주시 덕진구,송천2동,127.114063732606,35.8642937519513
자라산,한식,전북특별자치도,익산시,왕궁면,127.088848728988,35.9696346450845
무궁화가든,한식,전북특별자치도,남원시,도통동,127.409862303923,35.4254285631476
히요리카츠,일식,전북특별자치도,전주시 덕진구,여의동,127.074424766669,35.8392969713067
더나은정육점,식료품 소매,전북특별자치도,군산시,나운2동,126.708247692339,35.9653564515967
행복매점,종합 소매,전북특별자치도,전주시 완산구,효자5동,127.101346854723,35.8158896052381
와이지넷,광고,전북특별자치도,전주시 완산구,효자5동,127.105476556456,35.817670549135
그린마켓,종합 소매,전북특별자치도,전주시 덕진구,덕진동,127.111652788139,35.8425667516184
하노이89,한식,전북특별자치도,군산시,수송동,126.709462081293,35.9576628428275
풍경소리캠핑장,일반 숙박,전북특별자치도,정읍시,산내면,127.088023150669,35.5332038795095
투썸플레이스군산새만금점,비알코올 ,전북특별자치도,군산시,소룡동,126.582707102464,35.9468527689971
베테랑인력,고용 알선,전북특별자치도,정읍시,수성동,126.85620127763,35.5789272791963
왕가탕후루익산,기타 간이,전북특별자치도,익산시,모현동,126.93913757675,35.9506179218914
한채,비알코올 ,전북특별자치도,전주시 완산구,중앙동,127.144653345322,35.8203515949033
쎈수학러닝센터인후학원,일반 교육,전북특별자치도,전주시 덕진구,인후3동,127.163010031393,35.830386152127
365가전가구마트,가전·통신 소매,전북특별자치도,정읍시,연지동,126.84465444335,35.5767137890523
남부식당,한식,전북특별자치도,익산시,인화동,126.956141116255,35.9294100857333
카이수학학원,일반 교육,전북특별자치도,전주시 덕진구,송천1동,127.130736705559,35.8634115624629
퍼팩트캐롬클럽,스포츠 서비스,전북특별자치도,군산시,소룡동,126.67967321266,35.9722681445187
